Sno,Date,State/UnionTerritory,ConfirmedIndianNational,Cured,Deaths,ConfirmedForeignNational
591,28/03/20,Karnataka,55,3,2,0
592,28/03/20,Kerala,168,11,0,8
593,28/03/20,Ladakh,13,3,0,0
594,28/03/20,Madhya Pradesh,30,0,2,0
595,28/03/20,Maharashtra,177,25,5,3
596,28/03/20,Manipur,1,0,0,0
597,28/03/20,Mizoram,1,0,0,0
598,28/03/20,Odisha,3,0,0,0
599,28/03/20,Puducherry,1,0,0,0
600,28/03/20,Punjab,38,1,1,0
601,28/03/20,Rajasthan,52,3,0,2
602,28/03/20,Tamil Nadu,34,2,1,6
603,28/03/20,Telengana,46,1,0,10
604,28/03/20,Uttarakhand,4,0,0,1
605,28/03/20,Uttar Pradesh,54,11,0,1
606,28/03/20,West Bengal,15,0,1,0
607,29/03/20,Andhra Pradesh,14,1,0,0
608,29/03/20,Andaman and Nicobar Islands,9,0,0,0
609,29/03/20,Bihar,9,0,1,0
610,29/03/20,Chandigarh,8,0,0,0
611,29/03/20,Chhattisgarh,6,0,0,0
612,29/03/20,Delhi,38,6,2,1
613,29/03/20,Goa,2,0,0,1
614,29/03/20,Gujarat,52,0,4,1
615,29/03/20,Haryana,19,12,0,14
616,29/03/20,Himachal Pradesh,3,0,1,0
617,29/03/20,Jammu and Kashmir,31,1,1,0
618,29/03/20,Karnataka,76,5,3,0
619,29/03/20,Kerala,174,15,1,8
620,29/03/20,Ladakh,13,3,0,0
621,29/03/20,Madhya Pradesh,30,0,2,0
622,29/03/20,Maharashtra,183,25,6,3
623,29/03/20,Manipur,1,0,0,0
624,29/03/20,Mizoram,1,0,0,0
625,29/03/20,Odisha,3,0,0,0
626,29/03/20,Puducherry,1,0,0,0
627,29/03/20,Punjab,38,1,1,0
628,29/03/20,Rajasthan,52,3,0,2
629,29/03/20,Tamil Nadu,36,2,1,6
630,29/03/20,Telengana,56,1,1,10
631,29/03/20,Uttarakhand,5,1,0,1
632,29/03/20,Uttar Pradesh,54,11,0,1
633,29/03/20,West Bengal,17,0,1,0
634,29/03/20,Andhra Pradesh,19,1,0,
635,29/03/20,Andaman and Nicobar Islands,9,0,0,
636,29/03/20,Bihar,11,0,1,
637,29/03/20,Chandigarh,8,0,0,
638,29/03/20,Chhattisgarh,7,0,0,
639,29/03/20,Delhi,49,6,2,
640,29/03/20,Goa,5,0,0,
641,29/03/20,Gujarat,58,1,5,
642,29/03/20,Haryana,33,17,0,
643,29/03/20,Himachal Pradesh,3,0,1,
644,29/03/20,Jammu and Kashmir,31,1,2,
645,29/03/20,Karnataka,76,5,3,
646,29/03/20,Kerala,182,15,1,
647,29/03/20,Ladakh,13,3,0,
648,29/03/20,Madhya Pradesh,30,0,2,
649,29/03/20,Maharashtra,186,25,6,
650,29/03/20,Manipur,1,0,0,
651,29/03/20,Mizoram,1,0,0,
652,29/03/20,Odisha,3,0,0,
653,29/03/20,Puducherry,1,0,0,
654,29/03/20,Punjab,38,1,1,
655,29/03/20,Rajasthan,55,3,0,
656,29/03/20,Tamil Nadu,49,4,1,
657,29/03/20,Telengana,66,1,1,
658,29/03/20,Uttarakhand,7,2,0,
659,29/03/20,Uttar Pradesh,65,11,0,
660,29/03/20,West Bengal,18,0,1,
661,30/03/20,Andhra Pradesh,19,1,0,
662,30/03/20,Andaman and Nicobar Islands,9,0,0,
663,30/03/20,Bihar,11,0,1,
664,30/03/20,Chandigarh,8,0,0,
665,30/03/20,Chhattisgarh,7,0,0,
666,30/03/20,Delhi,53,6,2,
667,30/03/20,Goa,5,0,0,
668,30/03/20,Gujarat,58,1,5,
669,30/03/20,Haryana,33,17,0,
670,30/03/20,Himachal Pradesh,3,0,1,
671,30/03/20,Jammu and Kashmir,31,1,2,
672,30/03/20,Karnataka,80,5,3,
673,30/03/20,Kerala,194,19,1,
674,30/03/20,Ladakh,13,3,0,
675,30/03/20,Madhya Pradesh,33,0,2,
676,30/03/20,Maharashtra,193,25,8,
677,30/03/20,Manipur,1,0,0,
678,30/03/20,Mizoram,1,0,0,
679,30/03/20,Odisha,3,0,0,
680,30/03/20,Puducherry,1,0,0,
681,30/03/20,Punjab,38,1,1,
682,30/03/20,Rajasthan,57,3,0,
683,30/03/20,Tamil Nadu,50,4,1,
684,30/03/20,Telengana,69,1,1,
685,30/03/20,Uttarakhand,7,2,0,
686,30/03/20,Uttar Pradesh,75,11,0,
687,30/03/20,West Bengal,19,0,1,
688,30/03/20,Andhra Pradesh,23,1,0,
689,30/03/20,Andaman and Nicobar Islands,9,0,0,
690,30/03/20,Bihar,15,0,1,
691,30/03/20,Chandigarh,8,0,0,
692,30/03/20,Chhattisgarh,7,0,0,
693,30/03/20,Delhi,87,6,2,
694,30/03/20,Goa,5,0,0,
695,30/03/20,Gujarat,69,1,6,
696,30/03/20,Haryana,36,18,0,
697,30/03/20,Himachal Pradesh,3,0,1,
698,30/03/20,Jammu and Kashmir,48,2,2,
699,30/03/20,Karnataka,83,5,3,
700,30/03/20,Kerala,202,19,1,
701,30/03/20,Ladakh,13,3,0,
702,30/03/20,Madhya Pradesh,47,0,3,
703,30/03/20,Maharashtra,198,25,8,
704,30/03/20,Manipur,1,0,0,
705,30/03/20,Mizoram,1,0,0,
706,30/03/20,Odisha,3,0,0,
707,30/03/20,Puducherry,1,0,0,
708,30/03/20,Punjab,38,1,1,
709,30/03/20,Rajasthan,59,3,0,
710,30/03/20,Tamil Nadu,67,4,1,
711,30/03/20,Telengana,71,1,1,
712,30/03/20,Uttarakhand,7,2,0,
713,30/03/20,Uttar Pradesh,82,11,0,
714,30/03/20,West Bengal,22,0,1,
715,30/03/20,unassigned,46,0,0,
716,31/03/20,Andhra Pradesh,40,1,0,
717,31/03/20,Andaman and Nicobar Islands,10,0,0,
718,31/03/20,Bihar,15,0,1,
719,31/03/20,Chandigarh,13,0,0,
720,31/03/20,Chhattisgarh,8,0,0,
721,31/03/20,Delhi,97,6,2,
722,31/03/20,Goa,5,0,0,
723,31/03/20,Gujarat,73,3,6,
724,31/03/20,Haryana,40,21,0,
725,31/03/20,Himachal Pradesh,3,0,1,
726,31/03/20,Jammu and Kashmir,54,2,2,
727,31/03/20,Karnataka,83,5,3,
728,31/03/20,Kerala,234,19,1,
729,31/03/20,Ladakh,13,3,0,
730,31/03/20,Madhya Pradesh,47,0,3,
731,31/03/20,Maharashtra,216,39,9,
732,31/03/20,Manipur,1,0,0,
733,31/03/20,Mizoram,1,0,0,
734,31/03/20,Odisha,3,0,0,
735,31/03/20,Puducherry,1,0,0,
736,31/03/20,Punjab,41,1,3,
737,31/03/20,Rajasthan,74,3,0,
738,31/03/20,Tamil Nadu,74,4,1,
739,31/03/20,Telengana,79,1,1,
740,31/03/20,Uttarakhand,7,2,0,
741,31/03/20,Uttar Pradesh,101,14,0,
742,31/03/20,West Bengal,26,0,2,
743,31/03/20,unassigned,38,0,0,
744,2/4/20,Andhra Pradesh,86,1,1,
745,2/4/20,Andaman and Nicobar Islands,10,0,0,
746,2/4/20,Assam,1,0,0,
747,2/4/20,Bihar,23,0,1,
748,2/4/20,Chandigarh,16,0,0,
749,2/4/20,Chhattisgarh,9,2,0,
750,2/4/20,Delhi,152,6,2,
751,2/4/20,Goa,5,0,0,
752,2/4/20,Gujarat,82,5,6,
753,2/4/20,Haryana,43,21,0,
754,2/4/20,Himachal Pradesh,3,1,1,
755,2/4/20,Jammu and Kashmir,62,2,2,
756,2/4/20,Jharkhand,1,0,0,
757,2/4/20,Karnataka,110,9,3,
758,2/4/20,Kerala,265,25,2,
759,2/4/20,Ladakh,13,3,0,
760,2/4/20,Madhya Pradesh,99,0,6,
761,2/4/20,Maharashtra,335,42,13,
762,2/4/20,Manipur,1,0,0,
763,2/4/20,Mizoram,1,0,0,
764,2/4/20,Odisha,4,0,0,
765,2/4/20,Puducherry,3,1,0,
766,2/4/20,Punjab,46,1,4,
767,2/4/20,Rajasthan,108,3,0,
768,2/4/20,Tamil Nadu,234,6,1,
769,2/4/20,Telengana,96,1,3,
770,2/4/20,Uttarakhand,7,2,0,
771,2/4/20,Uttar Pradesh,113,14,2,
772,2/4/20,West Bengal,37,6,3,
773,2/4/20,Andhra Pradesh,86,1,1,
774,2/4/20,Andaman and Nicobar Islands,10,0,0,
775,2/4/20,Assam,5,0,0,
776,2/4/20,Bihar,24,0,1,
777,2/4/20,Chandigarh,16,0,0,
778,2/4/20,Chhattisgarh,9,2,0,
779,2/4/20,Delhi,219,8,4,
780,2/4/20,Goa,5,0,0,
781,2/4/20,Gujarat,87,8,7,
782,2/4/20,Haryana,43,21,0,
783,2/4/20,Himachal Pradesh,3,1,1,
784,2/4/20,Jammu and Kashmir,62,2,2,
785,2/4/20,Jharkhand,1,0,0,
786,2/4/20,Karnataka,110,9,3,
787,2/4/20,Kerala,265,25,2,
788,2/4/20,Ladakh,13,3,0,
789,2/4/20,Madhya Pradesh,99,0,6,
790,2/4/20,Maharashtra,335,42,13,
791,2/4/20,Manipur,1,0,0,
792,2/4/20,Mizoram,1,0,0,
793,2/4/20,Odisha,4,0,0,
794,2/4/20,Puducherry,3,1,0,
795,2/4/20,Punjab,46,1,4,
796,2/4/20,Rajasthan,108,3,0,
797,2/4/20,Tamil Nadu,234,6,1,
798,2/4/20,Telengana,107,1,3,
799,2/4/20,Uttarakhand,7,2,0,
800,2/4/20,Uttar Pradesh,113,14,2,
801,2/4/20,West Bengal,53,6,3,
802,3/4/20,Andhra Pradesh,132,1,1,
803,3/4/20,Andaman and Nicobar Islands,10,0,0,
804,3/4/20,Arunachal Pradesh,1,0,0,
805,3/4/20,Assam,16,0,0,
806,3/4/20,Bihar,24,0,1,
807,3/4/20,Chandigarh,18,0,0,
808,3/4/20,Chhattisgarh,9,2,0,
809,3/4/20,Delhi,219,8,4,
810,3/4/20,Goa,6,0,0,
811,3/4/20,Gujarat,87,8,7,
812,3/4/20,Haryana,43,21,0,
813,3/4/20,Himachal Pradesh,6,1,1,
814,3/4/20,Jammu and Kashmir,70,3,2,
815,3/4/20,Jharkhand,2,0,0,
816,3/4/20,Karnataka,124,10,3,
817,3/4/20,Kerala,286,27,2,
818,3/4/20,Ladakh,14,3,0,
819,3/4/20,Madhya Pradesh,99,0,6,
820,3/4/20,Maharashtra,335,42,16,
821,3/4/20,Manipur,2,0,0,
822,3/4/20,Mizoram,1,0,0,
823,3/4/20,Odisha,5,0,0,
824,3/4/20,Puducherry,3,1,0,
825,3/4/20,Punjab,46,1,4,
826,3/4/20,Rajasthan,133,3,0,
827,3/4/20,Tamil Nadu,309,6,1,
828,3/4/20,Telengana,107,1,3,
829,3/4/20,Uttarakhand,10,2,0,
830,3/4/20,Uttar Pradesh,113,14,2,
831,3/4/20,West Bengal,53,3,3,
832,3/4/20,Andhra Pradesh,132,1,1,
833,3/4/20,Andaman and Nicobar Islands,10,0,0,
834,3/4/20,Arunachal Pradesh,1,0,0,
835,3/4/20,Assam,16,0,0,
836,3/4/20,Bihar,29,0,1,
837,3/4/20,Chandigarh,18,0,0,
838,3/4/20,Chhattisgarh,9,3,0,
839,3/4/20,Delhi,219,8,4,
840,3/4/20,Goa,6,0,0,
841,3/4/20,Gujarat,95,10,8,
842,3/4/20,Haryana,49,24,0,
843,3/4/20,Himachal Pradesh,6,1,1,
844,3/4/20,Jammu and Kashmir,75,3,2,
845,3/4/20,Jharkhand,2,0,0,
846,3/4/20,Karnataka,124,10,3,
847,3/4/20,Kerala,286,27,2,
848,3/4/20,Ladakh,14,3,0,
849,3/4/20,Madhya Pradesh,104,0,6,
850,3/4/20,Maharashtra,335,42,16,
851,3/4/20,Manipur,2,0,0,
852,3/4/20,Mizoram,1,0,0,
853,3/4/20,Odisha,5,0,0,
854,3/4/20,Puducherry,5,1,0,
855,3/4/20,Punjab,48,1,5,
856,3/4/20,Rajasthan,167,3,0,
857,3/4/20,Tamil Nadu,309,6,1,
858,3/4/20,Telengana,158,1,7,
859,3/4/20,Uttarakhand,10,2,0,
860,3/4/20,Uttar Pradesh,172,14,2,
861,3/4/20,West Bengal,63,3,3,
862,3/4/20,unassigned,77,0,0,
863,4/4/20,Andhra Pradesh,161,1,1,
864,4/4/20,Andaman and Nicobar Islands,10,0,0,
865,4/4/20,Arunachal Pradesh,1,0,0,
866,4/4/20,Assam,24,0,0,
867,4/4/20,Bihar,29,0,1,
868,4/4/20,Chandigarh,18,0,0,
869,4/4/20,Chhattisgarh,9,3,0,
870,4/4/20,Delhi,386,8,6,
871,4/4/20,Goa,6,0,0,
872,4/4/20,Gujarat,95,10,9,
873,4/4/20,Haryana,49,24,0,
874,4/4/20,Himachal Pradesh,6,1,1,
875,4/4/20,Jammu and Kashmir,75,3,2,
876,4/4/20,Jharkhand,2,0,0,
877,4/4/20,Karnataka,128,12,3,
878,4/4/20,Kerala,295,41,2,
879,4/4/20,Ladakh,14,3,0,
880,4/4/20,Madhya Pradesh,104,0,6,
881,4/4/20,Maharashtra,423,42,19,
882,4/4/20,Manipur,2,0,0,
883,4/4/20,Mizoram,1,0,0,
884,4/4/20,Odisha,5,0,0,
885,4/4/20,Puducherry,5,1,0,
886,4/4/20,Punjab,53,1,5,
887,4/4/20,Rajasthan,179,3,0,
888,4/4/20,Tamil Nadu,411,6,1,
889,4/4/20,Telengana,158,1,7,
890,4/4/20,Uttarakhand,16,2,0,
891,4/4/20,Uttar Pradesh,174,19,2,
892,4/4/20,West Bengal,63,3,3,
893,4/4/20,Andhra Pradesh,161,1,1,
894,4/4/20,Andaman and Nicobar Islands,10,0,0,
895,4/4/20,Arunachal Pradesh,1,0,0,
896,4/4/20,Assam,24,0,0,
897,4/4/20,Bihar,30,0,1,
898,4/4/20,Chandigarh,18,0,0,
899,4/4/20,Chhattisgarh,9,3,0,
900,4/4/20,Delhi,445,15,6,
901,4/4/20,Goa,7,0,0,
902,4/4/20,Gujarat,105,14,10,
903,4/4/20,Haryana,49,24,0,
904,4/4/20,Himachal Pradesh,6,1,1,
905,4/4/20,Jammu and Kashmir,75,3,2,
906,4/4/20,Jharkhand,2,0,0,
907,4/4/20,Karnataka,128,12,3,
908,4/4/20,Kerala,295,41,2,
909,4/4/20,Ladakh,14,3,0,
910,4/4/20,Madhya Pradesh,104,0,6,
911,4/4/20,Maharashtra,490,42,24,
912,4/4/20,Manipur,2,0,0,
913,4/4/20,Mizoram,1,0,0,
914,4/4/20,Odisha,5,0,0,
915,4/4/20,Puducherry,5,1,0,
916,4/4/20,Punjab,57,1,5,
917,4/4/20,Rajasthan,200,21,0,
918,4/4/20,Tamil Nadu,411,6,2,
919,4/4/20,Telengana,159,1,7,
920,4/4/20,Uttarakhand,16,2,0,
921,4/4/20,Uttar Pradesh,174,19,2,
922,4/4/20,West Bengal,69,3,3,
923,4/4/20,Andhra Pradesh,161,1,1,
924,4/4/20,Andaman and Nicobar Islands,10,0,0,
925,4/4/20,Arunachal Pradesh,1,0,0,
926,4/4/20,Assam,24,0,0,
927,4/4/20,Bihar,30,0,1,
928,4/4/20,Chandigarh,18,0,0,
929,4/4/20,Chhattisgarh,9,3,0,
930,4/4/20,Delhi,445,15,6,
931,4/4/20,Goa,7,0,0,
932,4/4/20,Gujarat,105,14,10,
933,4/4/20,Haryana,49,24,0,
934,4/4/20,Himachal Pradesh,6,1,1,
935,4/4/20,Jammu and Kashmir,75,3,2,
936,4/4/20,Jharkhand,2,0,0,
937,4/4/20,Karnataka,128,12,3,
938,4/4/20,Kerala,295,41,2,
939,4/4/20,Ladakh,14,3,0,
940,4/4/20,Madhya Pradesh,104,0,6,
941,4/4/20,Maharashtra,490,42,24,
942,4/4/20,Manipur,2,0,0,
943,4/4/20,Mizoram,1,0,0,
944,4/4/20,Odisha,5,0,0,
945,4/4/20,Puducherry,5,1,0,
946,4/4/20,Punjab,57,1,5,
947,4/4/20,Rajasthan,200,21,0,
948,4/4/20,Tamil Nadu,411,6,2,
949,4/4/20,Telengana,159,1,7,
950,4/4/20,Uttarakhand,16,2,0,
951,4/4/20,Uttar Pradesh,174,19,2,
952,4/4/20,West Bengal,69,3,3,
953,5/4/20,Andhra Pradesh,161,1,1,
954,5/4/20,Andaman and Nicobar Islands,10,0,0,
955,5/4/20,Arunachal Pradesh,1,0,0,
956,5/4/20,Assam,24,0,0,
957,5/4/20,Bihar,30,0,1,
958,5/4/20,Chandigarh,18,0,0,
959,5/4/20,Chhattisgarh,9,3,0,
960,5/4/20,Delhi,445,15,6,
961,5/4/20,Goa,7,0,0,
962,5/4/20,Gujarat,105,14,10,
963,5/4/20,Haryana,49,24,0,
964,5/4/20,Himachal Pradesh,6,1,1,
965,5/4/20,Jammu and Kashmir,92,4,2,
966,5/4/20,Jharkhand,2,0,0,
967,5/4/20,Karnataka,144,12,4,
968,5/4/20,Kerala,306,49,2,
969,5/4/20,Ladakh,14,10,0,
970,5/4/20,Madhya Pradesh,104,0,6,
971,5/4/20,Maharashtra,490,42,24,
972,5/4/20,Manipur,2,0,0,
973,5/4/20,Mizoram,1,0,0,
974,5/4/20,Odisha,20,0,0,
975,5/4/20,Puducherry,5,1,0,
976,5/4/20,Punjab,57,1,5,
977,5/4/20,Rajasthan,200,21,0,
978,5/4/20,Tamil Nadu,485,6,3,
979,5/4/20,Telengana,269,32,7,
980,5/4/20,Uttarakhand,22,2,0,
981,5/4/20,Uttar Pradesh,227,19,2,
982,5/4/20,West Bengal,69,10,3,
983,5/4/20,Andhra Pradesh,190,1,1,
984,5/4/20,Andaman and Nicobar Islands,10,0,0,
985,5/4/20,Arunachal Pradesh,1,0,0,
986,5/4/20,Assam,26,0,0,
987,5/4/20,Bihar,30,0,1,
988,5/4/20,Chandigarh,18,0,0,
989,5/4/20,Chhattisgarh,9,3,0,
990,5/4/20,Delhi,503,18,7,
991,5/4/20,Goa,7,0,0,
992,5/4/20,Gujarat,122,18,11,
993,5/4/20,Haryana,59,25,1,
994,5/4/20,Himachal Pradesh,6,1,1,
995,5/4/20,Jammu and Kashmir,106,4,2,
996,5/4/20,Jharkhand,3,0,0,
997,5/4/20,Karnataka,144,12,4,
998,5/4/20,Kerala,306,49,2,
999,5/4/20,Ladakh,14,10,0,
1000,5/4/20,Madhya Pradesh,165,0,9,
1001,5/4/20,Maharashtra,490,42,24,
1002,5/4/20,Manipur,2,0,0,
1003,5/4/20,Mizoram,1,0,0,
1004,5/4/20,Odisha,20,0,0,
1005,5/4/20,Puducherry,5,1,0,
1006,5/4/20,Punjab,57,1,5,
1007,5/4/20,Rajasthan,200,21,0,
1008,5/4/20,Tamil Nadu,485,6,3,
1009,5/4/20,Telengana,269,32,7,
1010,5/4/20,Uttarakhand,22,2,0,
1011,5/4/20,Uttar Pradesh,227,19,2,
1012,5/4/20,West Bengal,80,10,3,
1013,5/4/20,Andhra Pradesh,190,1,1,
1014,5/4/20,Andaman and Nicobar Islands,10,0,0,
1015,5/4/20,Arunachal Pradesh,1,0,0,
1016,5/4/20,Assam,26,0,0,
1017,5/4/20,Bihar,30,0,1,
1018,5/4/20,Chandigarh,18,0,0,
1019,5/4/20,Chhattisgarh,9,3,0,
1020,5/4/20,Delhi,503,18,7,
1021,5/4/20,Goa,7,0,0,
1022,5/4/20,Gujarat,122,18,11,
1023,5/4/20,Haryana,59,25,1,
1024,5/4/20,Himachal Pradesh,6,1,1,
1025,5/4/20,Jammu and Kashmir,106,4,2,
1026,5/4/20,Jharkhand,3,0,0,
1027,5/4/20,Karnataka,144,12,4,
1028,5/4/20,Kerala,306,49,2,
1029,5/4/20,Ladakh,14,10,0,
1030,5/4/20,Madhya Pradesh,165,0,9,
1031,5/4/20,Maharashtra,490,42,24,
1032,5/4/20,Manipur,2,0,0,
1033,5/4/20,Mizoram,1,0,0,
1034,5/4/20,Odisha,20,0,0,
1035,5/4/20,Puducherry,5,1,0,
1036,5/4/20,Punjab,57,1,5,
1037,5/4/20,Rajasthan,200,21,0,
1038,5/4/20,Tamil Nadu,485,6,3,
1039,5/4/20,Telengana,269,32,7,
1040,5/4/20,Uttarakhand,22,2,0,
1041,5/4/20,Uttar Pradesh,227,19,2,
1042,5/4/20,West Bengal,80,10,3,
1043,6/4/20,Andhra Pradesh,226,1,3,
1044,6/4/20,Andaman and Nicobar Islands,10,0,0,
1045,6/4/20,Arunachal Pradesh,1,0,0,
1046,6/4/20,Assam,26,0,0,
1047,6/4/20,Bihar,30,0,1,
1048,6/4/20,Chandigarh,18,0,0,
1049,6/4/20,Chhattisgarh,9,3,0,
1050,6/4/20,Delhi,503,18,7,
1051,6/4/20,Goa,7,0,0,
1052,6/4/20,Gujarat,122,18,11,
1053,6/4/20,Haryana,84,25,1,
1054,6/4/20,Himachal Pradesh,13,1,1,
1055,6/4/20,Jammu and Kashmir,106,4,2,
1056,6/4/20,Jharkhand,3,0,0,
1057,6/4/20,Karnataka,151,12,4,
1058,6/4/20,Kerala,314,55,2,
1059,6/4/20,Ladakh,14,10,0,
1060,6/4/20,Madhya Pradesh,165,0,9,
1061,6/4/20,Maharashtra,690,42,45,
1062,6/4/20,Manipur,2,0,0,
1063,6/4/20,Mizoram,1,0,0,
1064,6/4/20,Odisha,21,2,0,
1065,6/4/20,Puducherry,5,1,0,
1066,6/4/20,Punjab,68,4,6,
1067,6/4/20,Rajasthan,253,21,0,
1068,6/4/20,Tamil Nadu,571,8,5,
1069,6/4/20,Telengana,321,34,7,
1070,6/4/20,Uttarakhand,26,4,0,
1071,6/4/20,Uttar Pradesh,227,19,2,
1072,6/4/20,West Bengal,80,10,3,
1073,6/4/20,Andhra Pradesh,226,1,3,
1074,6/4/20,Andaman and Nicobar Islands,10,0,0,
1075,6/4/20,Arunachal Pradesh,1,0,0,
1076,6/4/20,Assam,26,0,0,
1077,6/4/20,Bihar,32,0,1,
1078,6/4/20,Chandigarh,18,0,0,
1079,6/4/20,Chhattisgarh,10,8,0,
1080,6/4/20,Delhi,523,19,7,
1081,6/4/20,Goa,7,0,0,
1082,6/4/20,Gujarat,144,22,12,
1083,6/4/20,Haryana,84,25,1,
1084,6/4/20,Himachal Pradesh,13,2,1,
1085,6/4/20,Jammu and Kashmir,109,4,2,
1086,6/4/20,Jharkhand,4,0,0,
1087,6/4/20,Karnataka,151,12,4,
1088,6/4/20,Kerala,314,55,2,
1089,6/4/20,Ladakh,14,10,0,
1090,6/4/20,Madhya Pradesh,165,0,9,
1091,6/4/20,Maharashtra,748,56,45,
1092,6/4/20,Manipur,2,0,0,
1093,6/4/20,Mizoram,1,0,0,
1094,6/4/20,Odisha,21,2,0,
1095,6/4/20,Puducherry,5,1,0,
1096,6/4/20,Punjab,76,4,6,
1097,6/4/20,Rajasthan,274,21,0,
1098,6/4/20,Tamil Nadu,571,8,5,
1099,6/4/20,Telengana,321,34,7,
1100,6/4/20,Uttarakhand,26,4,0,
1101,6/4/20,Uttar Pradesh,305,21,3,
1102,6/4/20,West Bengal,80,10,3,
1103,7/4/20,Andhra Pradesh,266,1,3,
1104,7/4/20,Andaman and Nicobar Islands,10,0,0,
1105,7/4/20,Arunachal Pradesh,1,0,0,
1106,7/4/20,Assam,26,0,0,
1107,7/4/20,Bihar,32,0,1,
1108,7/4/20,Chandigarh,18,0,0,
1109,7/4/20,Chhattisgarh,10,8,0,
1110,7/4/20,Delhi,523,19,7,
1111,7/4/20,Goa,7,0,0,
1112,7/4/20,Gujarat,144,22,12,
1113,7/4/20,Haryana,90,25,1,
1114,7/4/20,Himachal Pradesh,13,2,1,
1115,7/4/20,Jammu and Kashmir,109,4,2,
1116,7/4/20,Jharkhand,4,0,0,
1117,7/4/20,Karnataka,151,12,4,
1118,7/4/20,Kerala,327,58,2,
1119,7/4/20,Ladakh,14,10,0,
1120,7/4/20,Madhya Pradesh,165,0,9,
1121,7/4/20,Maharashtra,748,56,45,
1122,7/4/20,Manipur,2,0,0,
1123,7/4/20,Mizoram,1,0,0,
1124,7/4/20,Odisha,21,2,0,
1125,7/4/20,Puducherry,5,1,0,
1126,7/4/20,Punjab,76,4,6,
1127,7/4/20,Rajasthan,288,21,3,
1128,7/4/20,Tamil Nadu,621,8,5,
1129,7/4/20,Telengana,321,34,7,
1130,7/4/20,Tripura,1,0,0,
1131,7/4/20,Uttarakhand,31,5,0,
1132,7/4/20,Uttar Pradesh,305,21,3,
1133,7/4/20,West Bengal,91,13,3,
1134,7/4/20,Andhra Pradesh,266,1,3,
1135,7/4/20,Andaman and Nicobar Islands,10,0,0,
1136,7/4/20,Arunachal Pradesh,1,0,0,
1137,7/4/20,Assam,26,0,0,
1138,7/4/20,Bihar,32,0,1,
1139,7/4/20,Chandigarh,18,7,0,
1140,7/4/20,Chhattisgarh,10,9,0,
1141,7/4/20,Delhi,576,21,7,
1142,7/4/20,Goa,7,0,0,
1143,7/4/20,Gujarat,165,25,13,
1144,7/4/20,Haryana,90,25,1,
1145,7/4/20,Himachal Pradesh,13,2,1,
1146,7/4/20,Jammu and Kashmir,116,4,2,
1147,7/4/20,Jharkhand,4,0,0,
1148,7/4/20,Karnataka,175,25,4,
1149,7/4/20,Kerala,327,58,2,
1150,7/4/20,Ladakh,14,10,0,
1151,7/4/20,Madhya Pradesh,229,0,13,
1152,7/4/20,Maharashtra,868,56,48,
1153,7/4/20,Manipur,2,0,0,
1154,7/4/20,Mizoram,1,0,0,
1155,7/4/20,Odisha,42,2,1,
1156,7/4/20,Puducherry,5,1,0,
1157,7/4/20,Punjab,91,4,7,
1158,7/4/20,Rajasthan,288,21,3,
1159,7/4/20,Tamil Nadu,621,8,5,
1160,7/4/20,Telengana,364,35,7,
1161,7/4/20,Tripura,1,0,0,
1162,7/4/20,Uttarakhand,31,5,0,
1163,7/4/20,Uttar Pradesh,305,21,3,
1164,7/4/20,West Bengal,91,13,3,
1165,8/4/20,Andhra Pradesh,305,1,4,
1166,8/4/20,Andaman and Nicobar Islands,10,0,0,
1167,8/4/20,Arunachal Pradesh,1,0,0,
1168,8/4/20,Assam,27,0,0,
1169,8/4/20,Bihar,38,0,1,
1170,8/4/20,Chandigarh,18,7,0,
1171,8/4/20,Chhattisgarh,10,9,0,
1172,8/4/20,Delhi,576,21,9,
1173,8/4/20,Goa,7,0,0,
1174,8/4/20,Gujarat,165,25,13,
1175,8/4/20,Haryana,147,28,3,
1176,8/4/20,Himachal Pradesh,18,2,1,
1177,8/4/20,Jammu and Kashmir,116,4,2,
1178,8/4/20,Jharkhand,4,0,0,
1179,8/4/20,Karnataka,175,25,4,
1180,8/4/20,Kerala,336,70,2,
1181,8/4/20,Ladakh,14,10,0,
1182,8/4/20,Madhya Pradesh,229,0,13,
1183,8/4/20,Maharashtra,1018,79,64,
1184,8/4/20,Manipur,2,0,0,
1185,8/4/20,Mizoram,1,0,0,
1186,8/4/20,Odisha,42,2,1,
1187,8/4/20,Puducherry,5,1,0,
1188,8/4/20,Punjab,91,4,7,
